Company_field,Company_name,Company_scale,Company_type,Job_location,Job_name,Job_salary,Job_update,Job_url,Location,Require_degree,Require_exp,Require_lan,Require_number
批发,浙江英特集团股份有限公司,1000,国企,杭州-拱墅区,营运管理员,3-4.5千/月,10-16发布,http://jobs.51job.com/hangzhou-gsq/84930436.html?s=01&t=0,康桥街道康乐路7号							,本科,无工作经验,,招1人
互联网,杭州微驱动网络科技有限公司,少于50人,创业公司,杭州-拱墅区,月休8天+运营经理+高薪,0.8-1万/月,10-16发布,http://jobs.51job.com/hangzhou-gsq/94098769.html?s=01&t=0,拱墅区莫干山路1165号复地北城中心2002室							,本科,1年经验,,招2人
"批发,建筑,工程",杭州欣联实业有限公司,500,民营公司,杭州,市场策划专员,3-5千/月,10-16发布,http://jobs.51job.com/hangzhou/93691756.html?s=01&t=0,杭州南复路59号杭州陶瓷品市场五号厅四楼							,,无工作经验,,招2人
计算机软件,杭州掌动科技股份有限公司,50,民营公司,杭州-滨江区,数值策划,0.5-1万/月,10-16发布,http://jobs.51job.com/hangzhou-bjq/63981533.html?s=01&t=0,滨江区滨盛路1777号							,大专,1年经验,,招5人
"机械,重工",顿力集团有限公司,1000,民营公司,杭州,PMC主管,1-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou/94219595.html?s=01&t=0,杭州市余杭区仁和街道顿力路1号							,大专,无工作经验,,招1人
"互联网,医疗,卫生",上海豆卡网络技术有限公司,少于50人,民营公司,上海,Java高级开发工程师（工作地点：上海）,1.5-2.5万/月,10-16发布,http://jobs.51job.com/shanghai/92501252.html?s=01&t=0,上海聚能湾大厦10幢							,,2年经验,,招2人
互联网,易途8,50,民营公司,杭州-滨江区,运营经理,1.5-2万/月,10-16发布,http://jobs.51job.com/hangzhou-bjq/93454749.html?s=01&t=0,杭州市滨江区春晓路61号中赢康康谷1号楼黄龙饭店11层							,本科,5-7年经验,,招若干人
"家居,装潢,零售",杭州由度软装设计有限公司,少于50人,民营公司,杭州,网络营销/社群营销经理,0.4-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou/83077194.html?s=01&t=0,莫干山路1165号（月星家居）5楼 E008 UD design							,,无工作经验,,招3人
"通信,增值服务,电信",浙江中邮普泰移动通信设备有限公司,150,民营公司,杭州,电商/淘宝/天猫/京东运营专员,6-8千/月,10-18发布,http://jobs.51job.com/hangzhou/90936233.html?s=01&t=0,杭州市杭海路601号浙江互联网产业大厦B座17楼							,高中,2年经验,,招若干人
互联网,杭州学点网络科技有限公司,50,民营公司,杭州,下沙高薪诚聘电商运营/店长,6-8千/月,10-18发布,http://jobs.51job.com/hangzhou/90985514.html?s=01&t=0,江干区下沙四号大街28号国脉科技园402							,,无工作经验,,招1人
"教育,院校,电子商务",北京千锋互联科技有限公司,500,民营公司,杭州,院校咨询师,0.6-1.5万/月,10-18发布,http://jobs.51job.com/hangzhou/91258825.html?s=01&t=0,江干区九堡旺田书画城3层							,大专,1年经验,,招3人
互联网,杭州炫动电子商务有限公司,少于50人,民营公司,杭州-拱墅区,运营专员,4.5-6千/月,10-18发布,http://jobs.51job.com/hangzhou-gsq/90774825.html?s=01&t=0,杭州市拱墅区建华文化创意产业园B1-302							,大专,无工作经验,,招若干人
"房地产,咨询,财会",戴德梁行物业咨询（上海）有限公司,1000,外资,杭州,小型整改工程师,1-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou/92148624.html?s=01&t=0,滨江区江虹路410号							,本科,5-7年经验,,招1人
互联网,杭州寂寞科技有限公司,150,民营公司,杭州-萧山区,淘宝运营助理,3-6千/月,10-16发布,http://jobs.51job.com/hangzhou-xsq/90660852.html?s=01&t=0,民和路479号国泰科技大厦A座501室							,大专,无工作经验,,招10人
"互联网,批发",杭州奥策贸易有限公司,50,民营公司,杭州-滨江区,店铺运营/唯品会运营/电商运营专员,4-6千/月,10-16发布,http://jobs.51job.com/hangzhou-bjq/93562734.html?s=01&t=0,杭州市滨江区江晖路487号兴耀科技园3号楼706室（海康卫视边上）							,大专,1年经验,,招1人
"多元化业务集团公司,器械",陕西兆云联盟网络科技有限公司,少于50人,民营公司,杭州,售前/售后客服主管/经理,5-8千/月,10-18发布,http://jobs.51job.com/hangzhou/92679237.html?s=01&t=0,萧山区金城路77号中冠置地大厦							,大专,3-4年经验,,招1人
"快速消费品,饮料",杭州聚芳永控股有限公司,50,上市公司,杭州,外卖运营专员,4.5-6千/月,10-18发布,http://jobs.51job.com/hangzhou/92757195.html?s=01&t=0,杭州市滨江区东信大道292号逸天广场1幢5楼							,大专,1年经验,,招1人
互联网,浙江格家网络技术有限公司,150,民营公司,杭州-西湖区,客户运营,0.8-1万/月,10-18发布,http://jobs.51job.com/hangzhou-xhq/90336494.html?s=01&t=0,古墩路83号浙商财富中心4号楼318							,大专,无工作经验,,招1人
"计算机软件,电子商务",浙江万航信息科技有限公司,50,民营公司,杭州,高级JAVA,2-2.5万/月,10-18发布,http://jobs.51job.com/hangzhou/76370681.html?s=01&t=0,滨江区长河街道 江虹路1750号信雅达国际创意中心2幢26楼							,本科,5-7年经验,,招1人
"互联网,租赁服务",杭州的蓝科技有限公司,150,上市公司,杭州-滨江区,线上出行事业部—高级活动运营,1-2万/月,10-18发布,http://jobs.51job.com/hangzhou-bjq/93833525.html?s=01&t=0,杭州滨江区江陵路1760号吉利大厦主楼26楼							,本科,无工作经验,,招2人
餐饮业,Pizzaexpress 马上诺餐饮,150,外资,杭州,餐厅经理 Restaurant Manager,0.8-1万/月,10-18发布,http://jobs.51job.com/hangzhou/90703603.html?s=01&t=0,滨江区龙湖滨江天街1F-35&36							,中专,8-9年经验,,招若干人
"计算机软件,系统,维修",杭州美创科技有限公司,150,民营公司,杭州,BI工程师,1-1.5万/月,10-15发布,http://jobs.51job.com/hangzhou/67233726.html?s=01&t=0,杭州市拱墅区丰潭路508号天行国际7幢海蓝金融科技中心12楼							,大专,1年经验,,招4人
"快速消费品,饮料,互联网",杭州维图健康科技有限公司,少于50人,民营公司,杭州-下城区,网络销售经理 25-30K,2.5-3万/月,10-16发布,http://jobs.51job.com/hangzhou-xcq/93437135.html?s=01&t=0,环城北路57路							,,无工作经验,,招若干人
"互联网,家居,装潢",杭州美窝科技有限公司,150,民营公司,杭州-拱墅区,人事专员（SSC）-杭州-HGH-06,4.5-6千/月,10-18发布,http://jobs.51job.com/hangzhou-gsq/93734335.html?s=01&t=0,萍水街蓝钻天成美窝家装体验馆萍水街73号							,本科,1年经验,,招1人
"互联网,贸易",杭州卓层电子商务有限公司,50,民营公司,杭州-拱墅区,京东运营经理,0.8-1.5万/月,10-15发布,http://jobs.51job.com/hangzhou-gsq/85302861.html?s=01&t=0,杭州市拱墅区七古登208号建华文化创意产业园B1-201室							,大专,无工作经验,,招若干人
"服装,皮革",杭州尚品七厘米服饰有限公司,150,民营公司,杭州-江干区,商家运营,1-1.5万/月,10-15发布,http://jobs.51job.com/hangzhou-jgq/93912645.html?s=01&t=0,杭海路116号							,,无工作经验,,招1人
"互联网,计算机软件",杭州罗万信息科技有限公司,50,民营公司,杭州-西湖区,网络优化师,5-6万/年,10-18发布,http://jobs.51job.com/hangzhou-xhq/91673628.html?s=01&t=0,紫荆花路2号联合大厦B座							,大专,1年经验,,招2人
"快速消费品,饮料",内蒙古蒙牛乳业(集团)股份有限公司浙江大区,10000人以上,国企,杭州-拱墅区,业绩主管,3-4.5千/月,10-15发布,http://jobs.51job.com/hangzhou-gsq/94779878.html?s=01&t=0,丰潭路380号城西银泰C座15楼							,本科,无工作经验,,招1人
房地产,景瑞控股,1000,上市公司,杭州,景瑞地产-市场研究经理（杭州公司）J11469,2-2.5万/月,10-15发布,http://jobs.51job.com/hangzhou/94785353.html?s=01&t=0,杭州市							,本科,3-4年经验,,招1人
计算机软件,杭州汇合智能科技有限公司,少于50人,民营公司,杭州-滨江区,运营合伙人,20-30万/年,10-15发布,http://jobs.51job.com/hangzhou-bjq/94785100.html?s=01&t=0,浦沿街道南环路3820号卓信大厦510室							,本科,5-7年经验,,招若干人
互联网,杭州千卡服饰有限公司,少于50人,民营公司,杭州-滨江区,淘宝网店运营,6-8千/月,10-15发布,http://jobs.51job.com/hangzhou-bjq/93947204.html?s=01&t=0,聚工路1号3号楼303							,高中,无工作经验,,招2人
餐饮业,杭州远涧品牌管理有限公司,少于50人,民营公司,杭州-滨江区,餐厅会计,3-4.5千/月,10-15发布,http://jobs.51job.com/hangzhou-bjq/93861784.html?s=01&t=0,滨盛路3867号宝龙城							,大专,2年经验,,招1人
"机械,重工,半导体",杭州宇达电器有限公司,少于50人,民营公司,杭州-下城区,商务内勤,3-6千/月,10-15发布,http://jobs.51job.com/hangzhou-xcq/94442181.html?s=01&t=0,下城区东新路722号							,,无工作经验,,招若干人
"互联网,贸易",杭州凯芙杨电子商务有限公司,少于50人,民营公司,杭州-余杭区,新媒体运营专员,4-6千/月,10-15发布,http://jobs.51job.com/hangzhou-yhq/93320993.html?s=01&t=0,杭州市余杭区文一西路1218号恒生科技园39号楼1403室							,高中,1年经验,,招5人
"医疗,卫生,咨询,财会",杭州玛雅医院管理有限公司,少于50人,民营公司,杭州-滨江区,日本医疗体检报告解读专员(售后)-玛雅医疗,0.8-1万/月,10-15发布,http://jobs.51job.com/hangzhou-bjq/94792423.html?s=01&t=0,江晖路487号							,本科,3-4年经验,,招6人
"奢侈品,工艺品",周生生（中国）商业有限公司上海分公司,1000,外资,杭州-下城区,业务主任,,10-18发布,http://jobs.51job.com/hangzhou-xcq/88020939.html?s=01&t=0,朝暉路203號深藍廣場1905室							,本科,无工作经验,,招1人
"金融,证券",浙江飞烨资产管理有限公司,50,民营公司,杭州-西湖区,用户运营专员,4.5-6千/月,10-15发布,http://jobs.51job.com/hangzhou-xhq/94457694.html?s=01&t=0,中节能西溪首座							,,1年经验,,招若干人
"仪器仪表,电子技术,集成电路",杭州剑桥自动化技术有限公司,50,民营公司,杭州-拱墅区,LTE测试工程师,8-10万/年,10-15发布,http://jobs.51job.com/hangzhou-gsq/91410153.html?s=01&t=0,丰潭路508号海蓝天行国际5号楼17楼							,大专,无工作经验,,招5人
"家具,玩具,建筑,工程",杭州昕华实业有限公司,50,民营公司,杭州,办公室文员,4-6千/月,10-15发布,http://jobs.51job.com/hangzhou/88943533.html?s=01&t=0,杭州市下城区华丰路412号							,,无工作经验,,招2人
贸易,杭州至胜贸易有限公司,少于50人,民营公司,杭州-萧山区,高薪急聘萧山财务内勤,0.5-1.2万/月,10-15发布,http://jobs.51job.com/hangzhou-xsq/84148462.html?s=01&t=0,萧山经济技术开发区春潮路93号1号楼1楼							,大专,1年经验,,招3人
"交通,物流",京东商城华东区域分公司,10000人以上,外资,杭州,仓库经理,1-1.5万/月,10-15发布,http://jobs.51job.com/hangzhou/91430744.html?s=01&t=0,万科园区							,大专,无工作经验,,招1人
"快速消费品,饮料",贝因美集团有限公司,5000,民营公司,杭州,活动运营,4-8千/月,10-15发布,http://jobs.51job.com/hangzhou/94812053.html?s=01&t=0,滨江区南环路3758号 贝因美大厦							,,1年经验,,招1人
"互联网,医疗,卫生",杭州认知网络科技有限公司,50,民营公司,杭州-滨江区,分子生物学实验工程师,0.8-1万/月,10-15发布,http://jobs.51job.com/hangzhou-bjq/94094306.html?s=01&t=0,江南大道4760号，亚科中心B幢19楼							,,无工作经验,,招2人
多元化业务集团公司,浙江祥源文化股份有限公司,500,合资,杭州-拱墅区,大数据风控总监,1.5-2万/月,10-15发布,http://jobs.51job.com/hangzhou-gsq/92969611.html?s=01&t=0,密渡桥路1号白马大厦							,,5-7年经验,,招1人
"批发,互联网",杭州澳美眼镜有限公司,少于50人,民营公司,杭州-西湖区,澳美眼镜天猫运营,1-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou-xhq/77295823.html?s=01&t=0,紫荆花北路望月公寓67号商铺							,大专,2年经验,,招1人
"服装,皮革",九牧王股份有限公司,5000,合资,杭州-上城区,商品专员/物流专员,3-4.5千/月,10-15发布,http://jobs.51job.com/hangzhou-scq/85231951.html?s=01&t=0,杭州市上城区江城路601号							,大专,无工作经验,,招1人
互联网,杭州汉诺维科技有限公司,50,民营公司,杭州-拱墅区,网店推广/店铺推广 (职位编号：7),6-8千/月,10-16发布,http://jobs.51job.com/hangzhou-gsq/92817511.html?s=01&t=0,祥茂路166号华滋科欣创意园3座601							,,无工作经验,,招2人
"家具,玩具,互联网",杭州英奇科技有限公司,少于50人,民营公司,杭州-滨江区,高薪招聘天猫运营经理电子商务运营经理,0.6-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou-bjq/77496543.html?s=01&t=0,秋溢路288号东莞高新科技园							,大专,无工作经验,,招若干人
"服装,皮革",杭州泺盛服饰有限公司,少于50人,民营公司,杭州-江干区,总经理助理兼人事专员,4.5-6千/月,10-16发布,http://jobs.51job.com/hangzhou-jgq/94824562.html?s=01&t=0,杭州市九堡客运中心东侧东大门							,大专,1年经验,,招3人
"医疗,卫生,保健",杭州妙承健康咨询有限公司,50,民营公司,杭州-上城区,课程部助理,6-8千/月,10-15发布,http://jobs.51job.com/hangzhou-scq/94789369.html?s=01&t=0,近江时代大厦c601							,,无工作经验,,招若干人
"互联网,贸易",杭州简蓝电子商务有限公司,少于50人,民营公司,杭州-江干区,淘宝运营助理/电商运营助理（代招）,3-6千/月,10-16发布,http://jobs.51job.com/hangzhou-jgq/94848848.html?s=01&t=0,金沙大道1800号银沙商贸城31900室							,,无工作经验,,招2人
"快速消费品,饮料,贸易",内蒙古伊利实业集团股份有限公司,10000人以上,上市公司,杭州,销售代表（杭州）,6-8千/月,10-12发布,http://jobs.51job.com/hangzhou/94861928.html?s=01&t=0,伊利杭州分部							,,无工作经验,,招5人
"快速消费品,饮料",玫琳凯（中国）有限公司,500,外资,杭州-江干区,Senior Planner,1-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou-jgq/94847508.html?s=01&t=0,杭州下沙							,,无工作经验,,招1人
"制药,医疗设备",杭州联川生物技术股份有限公司,150,外资,杭州,生物信息分析助理,4.5-6千/月,10-16发布,http://jobs.51job.com/hangzhou/88069910.html?s=01&t=0,杭州下沙经济技术开发区6号大街260号中自科技园16栋4层							,本科,无工作经验,,招2人
"通信,增值服务",杭州东硕信息技术有限公司,少于50人,民营公司,杭州-西湖区,运营助理,4-8千/月,10-16发布,http://jobs.51job.com/hangzhou-xhq/93977170.html?s=01&t=0,杭州市西湖区西园八路2号银江软件园A座6层							,,1年经验,,招2人
"互联网,计算机软件",杭州网足科技有限公司,少于50人,民营公司,杭州-滨江区,产品运营经理,0.8-1.6万/月,10-16发布,http://jobs.51job.com/hangzhou-bjq/92250823.html?s=01&t=0,杭州市滨江区高新技术开发区(滨江)六和路368号海创基地							,本科,3-4年经验,,招1人
互联网,上海溯往科技有限公司,50,民营公司,义乌,销售经理/大客户经理/谈判经理,0.8-1.5万/月,10-16发布,http://jobs.51job.com/yiwu/89637401.html?s=01&t=0,科创新区							,,2年经验,,招若干人
贸易,顶康科技有限公司,500,民营公司,杭州-余杭区,电商渠道经理,0.8-1.5万/月,10-15发布,http://jobs.51job.com/hangzhou-yhq/94804382.html?s=01&t=0,未来科技城乐富海邦园							,本科,2年经验,,招3人
"互联网,计算机软件",纳里健康科技有限公司,150,民营公司,杭州-滨江区,产品经理,1-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou-bjq/69227647.html?s=01&t=0,杭州市滨江区江南大道3688号潮人汇9楼							,本科,5-7年经验,,招2人
多元化业务集团公司,科尔集团有限公司,1000,民营公司,杭州-萧山区,天猫运营(美宜购) (职位编号：京东运营),0.8-1万/月,10-16发布,http://jobs.51job.com/hangzhou-xsq/84637447.html?s=01&t=0,萧山顺发旺角城（市心中路90-91号）							,大专,1年经验,,招1人
"通信,增值服务",中移铁通有限公司杭州分公司,1000,国企,杭州-江干区,资源和代维管理员,6-8千/月,10-16发布,http://jobs.51job.com/hangzhou-jgq/94819607.html?s=01&t=0,杭州市市区							,大专,无工作经验,,招2人
"服装,皮革",杭州伯乐针织制衣有限公司,150,民营公司,杭州-余杭区,微信营销,3-4.5千/月,10-16发布,http://jobs.51job.com/hangzhou-yhq/85454673.html?s=01&t=0,余杭区崇贤街道独山工业区5号							,大专,1年经验,,招1人
"计算机软件,咨询,财会",北京伊飒尔界面设计有限公司,50,民营公司,杭州-滨江区,用户研究员,1-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou-bjq/78033879.html?s=01&t=0,高新技术产业开发区							,本科,2年经验,,招2人
"电子技术,集成电路",杭州晶芯科技有限公司,50,民营公司,杭州-余杭区,品质工程师,4.5-6千/月,10-16发布,http://jobs.51job.com/hangzhou-yhq/91690447.html?s=01&t=0,杭州市余杭区闲林街道							,大专,1年经验,,招2人
互联网,浙江党牌网络科技有限公司,50,民营公司,杭州,网站SEM推广专员,0.4-1万/月,10-16发布,http://jobs.51job.com/hangzhou/89227975.html?s=01&t=0,杭州市滨江区江虹国际创意园3A幢5A05							,,2年经验,,招2人
"办公用品及设备,零售",杭州科洛生物技术有限公司,50,民营公司,杭州,电商运营主管/电商运营专员/京东天猫运营,4.5-6千/月,10-16发布,http://jobs.51job.com/hangzhou/92208947.html?s=01&t=0,杭州市滨江区楚天路75号1号楼三层							,本科,3-4年经验,,招若干人
"酒店,娱乐,体育",杭州胤隆会酒店管理有限公司,1000,民营公司,杭州-萧山区,薪酬绩效经理,1-1.5万/月,10-16发布,http://jobs.51job.com/hangzhou-xsq/90200095.html?s=01&t=0,浙江省杭州市萧山区通惠中路698号萧山胤隆会休闲主题酒店							,,5-7年经验,,招1人
"快速消费品,饮料,交通,物流",浙江金士敦供应链管理有限公司,150,民营公司,义乌,行政人事总监,15-20万/年,10-16发布,http://jobs.51job.com/yiwu/94166255.html?s=01&t=0,浙江省义乌市诚信大道266号义乌港商务楼A座10楼。距离国际商贸城客运中心不足300米，交通便利。							,,无工作经验,,招1人
网络游戏,浙江盛和网络科技有限公司,150,民营公司,杭州-滨江区,数值策划,0.7-1.4万/月,10-16发布,http://jobs.51job.com/hangzhou-bjq/94819320.html?s=01&t=0,江陵路88号万轮科技园7幢11楼							,,2年经验,,招若干人
"机械,重工",杭州永创智能设备股份有限公司,1000,上市公司,杭州,DBA(数据库工程师),12-24万/年,10-16发布,http://jobs.51job.com/hangzhou/87389967.html?s=01&t=0,西湖区							,,无工作经验,,招1人
"金融,证券",浙江尚启资产管理有限公司杭州分公司,少于50人,民营公司,杭州-江干区,人事专员,4-6千/月,10-16发布,http://jobs.51job.com/hangzhou-jgq/78708483.html?s=01&t=0,新业路8号UDC时代大厦A座1602							,,无工作经验,,招1人
"互联网,计算机软件",杭州中广信息网络有限公司,50,民营公司,杭州,运营专员,4.5-6千/月,10-16发布,http://jobs.51job.com/hangzhou/81941536.html?s=01&t=0,文三路20号建工大厦							,大专,无工作经验,,招3人
"机械,重工",杭州常果工业产品设计有限公司,50,民营公司,杭州,亚马逊运营专员,4-6千/月,10-16发布,http://jobs.51job.com/hangzhou/89359557.html?s=01&t=0,杭州滨江南环路4028号中恒世纪科技园4A302							,大专,1年经验,,招2人
"贸易,快速消费品,饮料",泰盛贸易股份有限公司,500,民营公司,杭州-下城区,销售会计,4.5-6千/月,10-16发布,http://jobs.51job.com/hangzhou-xcq/93186595.html?s=01&t=0,绍兴路							,大专,3-4年经验,,招1人
"新能源,电力",浙江万马奔腾新能源产业有限公司,500,民营公司,杭州-西湖区,HRBP(招聘为主）——物流车,15-20万/年,10-18发布,http://jobs.51job.com/hangzhou-xhq/92270297.html?s=01&t=0,天目山路181号天际大厦11楼							,,无工作经验,,招1人
制药,沈阳三生制药有限责任公司,1000,上市公司,杭州,营销会计,4.5-6千/月,10-18发布,http://jobs.51job.com/hangzhou/86149351.html?s=01&t=0,杭州							,大专,2年经验,,招1人
"建筑,工程",浙江中财型材有限责任公司,500,民营公司,杭州-江干区,仓库账务员,3-4.5千/月,10-18发布,http://jobs.51job.com/hangzhou-jgq/78409974.html?s=01&t=0,杭州经济技术开发区11号大街6号							,大专,无工作经验,,招1人
"建筑,工程,咨询,财会",杭州德正科技有限公司,50,民营公司,杭州,预算员/工程预算员/土建预算员,4-5千/月,10-18发布,http://jobs.51job.com/hangzhou/94516103.html?s=01&t=0,西湖区紫萱北路							,中专,无工作经验,,招若干人
"建筑,工程",浙江恒鹏建设有限公司,500,民营公司,杭州-西湖区,人事经理,6-8千/月,10-16发布,http://jobs.51job.com/hangzhou-xhq/85302919.html?s=01&t=0,天目山路181号天际大厦707							,大专,3-4年经验,,招1人
"金融,证券,电子商务",深圳市信用之家金融服务有限公司,1000,民营公司,浙江省,渠道销售经理（信贷）,20-30万/年,10-16发布,http://jobs.51job.com/zhejiangsheng/94122062.html?s=01&t=0,浙江省							,大专,3-4年经验,,招1人
"通信,增值服务,电信",浙江华数广电网络股份有限公司,500,国企,杭州,系统工程师,10-15万/年,10-18发布,http://jobs.51job.com/hangzhou/92875549.html?s=01&t=0,滨江区华数数字电视产业园（长江路与天马路交叉口）							,,无工作经验,,招1人
"金融,证券",星融财富投资管理有限公司,150,民营公司,杭州-西湖区,运维工程师,1-1.5万/月,10-18发布,http://jobs.51job.com/hangzhou-xhq/89762538.html?s=01&t=0,西斗门路7号中天mcc2号楼1320、1321室							,大专,无工作经验,,招1人
"电气,水利",浙江北辰电务科技有限公司,150,民营公司,杭州-江干区,（周末双休+法定假日+优良福利）智控运维/值班,3.5-4.2千/月,10-18发布,http://jobs.51job.com/hangzhou-jgq/94592336.html?s=01&t=0,江干区机场路248号							,大专,1年经验,,招3人
"互联网,服装,皮革",杭州飞趣电子商务有限公司,少于50人,民营公司,杭州-江干区,淘宝运营/天猫运营/运营专员/运营店长经理,4.5-6千/月,10-18发布,http://jobs.51job.com/hangzhou-jgq/93999502.html?s=01&t=0,红普路759号禧福汇							,大专,无工作经验,,招2人
"互联网,网络游戏",杭州风萤网络科技有限公司,50,合资,杭州-滨江区,新媒体运营经理,1.6-2万/月,10-18发布,http://jobs.51job.com/hangzhou-bjq/93941557.html?s=01&t=0,杭州市滨江区一桥南							,大专,2年经验,,招1人
"计算机软件,电子商务",杭州云嘉云计算有限公司,50,民营公司,杭州-西湖区,ASR产品运营经理,1-1.5万/月,10-18发布,http://jobs.51job.com/hangzhou-xhq/91546468.html?s=01&t=0,杭州市西湖区文一西路522号西溪科创园1-1-301							,本科,3-4年经验,,招1人
"互联网,汽车及零配件",优信集团,1000,外资,杭州,人力资源主管/专员-杭州-11014,0.8-1万/月,10-18发布,http://jobs.51job.com/hangzhou/94261704.html?s=01&t=0,杭州市好运路2号							,本科,3-4年经验,,招1人
"医疗设备,批发",浙江万昌医药股份有限公司,150,合资,杭州-拱墅区,网络店铺运营主管,6-8千/月,10-18发布,http://jobs.51job.com/hangzhou-gsq/92937576.html?s=01&t=0,康桥							,,1年经验,,招1人
互联网,上海绘自传网络科技有限公司,少于50人,民营公司,杭州-江干区,产品经理,1-2万/月,10-18发布,http://jobs.51job.com/hangzhou-jgq/76761687.html?s=01&t=0,杭州下沙6号大街452号							,大专,3-4年经验,,招1人
互联网,杭州薪王信息技术有限公司,50,民营公司,杭州-西湖区,APP渠道推广专员/主管,6-8千/月,10-16发布,http://jobs.51job.com/hangzhou-xhq/89815855.html?s=01&t=0,文二西路1号							,本科,2年经验,,招1人
"计算机软件,电子商务",深圳市因尚网络科技股份有限公司,50,民营公司,深圳-南山区,渠道销售经理,1-1.5万/月,10-18发布,http://jobs.51job.com/shenzhen-nsq/94729108.html?s=01&t=0,科技园南区高新南七道清华大学研究院B108-2							,大专,无工作经验,,招若干人
"教育,院校",广州艾普风信教育信息咨询有限公司,50,民营公司,杭州-西湖区,市场主管,6-8千/月,10-18发布,http://jobs.51job.com/hangzhou-xhq/93288982.html?s=01&t=0,杭州市西湖区杭州市西湖区中国美术学院象山校区							,本科,3-4年经验,,招若干人
"互联网,服装,皮革",杭州木木屋儿童用品有限公司,150,民营公司,杭州-余杭区,运营推广,0.6-1万/月,10-18发布,http://jobs.51job.com/hangzhou-yhq/81088920.html?s=01&t=0,仓前龙潭路2号木木屋集团							,大专,无工作经验,,招若干人
"服装,皮革",杭州哆拉猫鞋服有限公司,50,民营公司,杭州,销售经理,0.6-1.5万/月,10-14发布,http://jobs.51job.com/hangzhou/90105118.html?s=01&t=0,杭州市萧山区宁围街道峪龙路108号丽晶国际中心2幢3811室							,高中,2年经验,,招5人
"教育,院校,电子商务",小站教育,1000,民营公司,杭州,品控专员,4.5-8千/月,10-13发布,http://jobs.51job.com/hangzhou/82885742.html?s=01&t=0,homebase							,大专,1年经验,,招1人
"房地产,商业中心",七彩小镇（杭州）控股有限公司,50,民营公司,杭州-上城区,商业策划副经理,10-15万/年,10-13发布,http://jobs.51job.com/hangzhou-scq/94283880.html?s=01&t=0,上城区飞云江路9号赞成中心东13楼							,本科,5-7年经验,,招若干人
"计算机服务,数据服务,计算机软件",杭州每刻科技有限公司,50,创业公司,杭州-滨江区,资深数据运营专家,1.2-2万/月,10-13发布,http://jobs.51job.com/hangzhou-bjq/88042136.html?s=01&t=0,华业科技园							,本科,3-4年经验,,招1人
贸易,杭州旭川贸易有限公司,50,民营公司,杭州-滨江区,天猫京东运营,6-8千/月,10-14发布,http://jobs.51job.com/hangzhou-bjq/82763559.html?s=01&t=0,杭州市滨江区秋溢路288号							,中专,2年经验,,招若干人
"服装,皮革",杭州波司登贸易有限公司,1000,民营公司,杭州,商品主管,5-8千/月,10-13发布,http://jobs.51job.com/hangzhou/90318754.html?s=01&t=0,杭州市余杭区迎宾路金鑫大厦							,大专,1年经验,,招4人
"快速消费品,饮料",芭米（中国）有限公司,150,民营公司,河南省,上海销售经理 (职位编号：yx001),10-15万/年,10-13发布,http://jobs.51job.com/henansheng/90507888.html?s=01&t=0,上海、江苏、浙江、广东、福建、湖南							,大专,3-4年经验,,招3人
"家居,装潢,电子商务",杭州美乐高尔夫用品有限公司,少于50人,民营公司,杭州-下城区,总经理助理\,6-8千/月,10-14发布,http://jobs.51job.com/hangzhou-xcq/87845391.html?s=01&t=0,沈家路111号现代创意园3号楼							,大专,1年经验,,招1人
证券,北京运通国融投资有限公司,金融,民营公司,杭州,客户关系专员（杭州）,,10-14发布,http://jobs.51job.com/hangzhou/94570024.html?s=01&t=0,"
								,
																	,
																",,无工作经验,,招若干人
"互联网,影视,艺术",杭州畅影科技有限公司,少于50人,民营公司,杭州-拱墅区,淘宝运营助理（包吃）,3-4.5千/月,10-18发布,http://jobs.51job.com/hangzhou-gsq/94211986.html?s=01&t=0,祥园路139号浙大网新智慧立方科技园C幢5楼							,,1年经验,,招2人
互联网,杭州繁博科技有限公司,少于50人,民营公司,杭州-江干区,淘宝运营助理,3-4.5千/月,10-14发布,http://jobs.51job.com/hangzhou-jgq/92548365.html?s=01&t=0,九华路1号13幢1单元404室							,大专,1年经验,,招1人
"家居,装潢,建材",杭州博瑞装璜工程有限公司,150,民营公司,杭州,平台运营专员,4-7千/月,10-14发布,http://jobs.51job.com/hangzhou/89332661.html?s=01&t=0,拱墅区祥符街道孔家埭长青文化创意产业园1号楼2楼博瑞装璜工程有限公司(莫干山路与广业街交叉口汽车正能量旁)							,大专,1年经验,,招5人
"通信,网络设备",优信集团,5000,民营公司,北京-朝阳区,车险BD经理-杭州-09398,1-2万/月,10-18发布,http://jobs.51job.com/beijing-cyq/90851532.html?s=01&t=0,北京市朝阳区望京街10号望京SOHO-T3-B座36-37层							,,无工作经验,,招7人
"互联网,计算机软件",杭州博彦信息技术有限公司,150,民营公司,杭州-余杭区,菜鸟物流质控专员,3-4.5千/月,10-14发布,http://jobs.51job.com/hangzhou-yhq/94104156.html?s=01&t=0,高教路665号赛银国际广场11栋5楼							,,无工作经验,,招若干人
